Voyage_ID,Sailing_Speed,Draft,Trim,Weather_Condition,Sea_Condition,Water_Temperature,Fuel_Consumption_Rate,Distance_Traveled,Time_Duration
17,16.3,9.7,3.0,Foggy,Rough,22.2,9.2,148,11.7
16,14.6,9.6,1.7,Clear,Calm,26.0,7.0,154,10.0
23,13.1,9.3,1.6,Rain,Moderate,21.9,12.4,132,10.0
38,12.6,10.6,2.1,Foggy,Calm,29.0,7.1,169,13.1
25,18.7,11.2,3.1,Cloudy,Rough,22.8,7.2,152,12.8
11,15.8,9.3,1.9,Sunny,Rough,22.0,7.4,128,10.1
27,17.7,10.3,3.9,Rain,Moderate,23.8,7.2,137,10.0
34,15.2,9.4,2.3,Foggy,Calm,26.5,9.8,125,10.8
9,18.8,10.4,2.1,Clear,Calm,26.8,8.3,168,12.1
36,19.5,10.9,3.2,Sunny,Rough,24.4,8.3,174,14.7
12,19.4,9.7,4.0,Clear,Rough,24.0,9.7,173,11.2
38,12.9,9.8,2.8,Rain,Moderate,23.8,9.2,120,13.1
14,17.4,9.5,3.5,Cloudy,Rough,22.7,7.0,136,13.0
47,13.6,9.7,1.8,Foggy,Calm,24.3,9.9,131,10.0
26,17.9,9.9,2.8,Clear,Rough,23.7,7.6,120,10.0
16,13.0,9.6,2.5,Clear,Moderate,24.0,10.3,125,10.0
22,12.0,9.5,2.1,Foggy,Calm,28.1,7.5,154,11.6
14,19.5,9.5,3.3,Rain,Rough,22.0,7.7,161,13.1
36,13.1,9.5,1.3,Rain,Moderate,28.0,10.0,172,10.1
19,16.3,9.7,3.1,Foggy,Calm,26.8,7.2,135,10.0
33,17.4,9.7,3.4,Foggy,Calm,29.0,7.7,142,11.6
8,14.8,10.2,1.7,Sunny,Rough,21.1,8.5,122,10.0
34,14.0,9.3,1.3,Rain,Rough,24.7,14.0,123,10.0
37,14.8,9.1,1.3,Rain,Moderate,25.5,10.0,134,11.0
33,17.6,10.3,3.3,Clear,Rough,26.3,11.0,161,11.0
27,18.8,9.6,3.4,Foggy,Calm,26.6,7.0,130,12.0
16,17.7,10.9,4.0,Clear,Rough,22.9,7.9,182,15.3
18,19.1,11.7,2.9,Rain,Rough,24.4,8.5,152,12.2
44,17.7,11.1,4.0,Cloudy,Rough,26.6,8.3,177,10.0
24,17.6,9.4,3.2,Rain,Calm,26.9,7.7,133,11.1
43,14.6,9.3,2.0,Rain,Moderate,21.3,11.3,120,10.0
22,12.0,9.2,1.3,Foggy,Calm,23.1,8.5,120,10.0
39,14.8,9.3,3.4,Clear,Rough,22.5,9.0,161,12.6
13,14.0,10.0,2.2,Rain,Rough,25.5,10.3,154,10.2
36,16.5,11.2,4.0,Clear,Rough,22.4,9.0,164,13.7
36,13.1,9.6,1.9,Clear,Calm,24.6,8.0,137,11.9
45,13.2,9.9,2.4,Foggy,Calm,28.4,12.1,120,10.0
34,17.1,9.7,3.3,Sunny,Calm,26.6,7.0,176,11.7
8,16.4,9.4,1.7,Clear,Rough,25.5,7.6,145,13.2
8,15.4,9.3,2.7,Cloudy,Moderate,22.8,7.0,120,10.0
44,17.9,11.4,3.5,Cloudy,Rough,26.7,8.8,184,15.4
39,19.1,11.8,3.0,Clear,Rough,21.0,8.1,160,13.0
50,13.3,9.6,2.4,Rain,Moderate,23.5,10.7,129,10.0
31,18.5,11.7,3.4,Sunny,Rough,25.5,8.5,167,15.0
15,15.3,10.1,2.0,Sunny,Rough,25.7,7.6,173,12.1
22,16.4,10.3,1.5,Cloudy,Calm,26.4,7.0,175,13.9
10,16.0,10.1,3.8,Foggy,Calm,29.0,7.3,155,10.0
18,12.8,10.2,2.2,Foggy,Calm,27.5,9.4,120,10.0
22,17.3,10.6,4.0,Clear,Rough,28.3,9.8,164,15.1
31,14.6,9.5,2.3,Sunny,Moderate,23.7,7.2,130,10.0
39,12.0,9.6,2.1,Clear,Moderate,23.3,9.4,124,10.0
16,17.8,11.1,4.0,Cloudy,Calm,23.0,7.0,168,14.2
28,13.1,11.0,2.2,Clear,Rough,23.5,10.3,131,10.4
2,17.3,10.9,3.6,Sunny,Calm,27.4,7.0,162,10.5
20,13.3,9.3,1.4,Foggy,Calm,25.6,9.6,120,10.1
33,13.5,9.7,2.0,Rain,Moderate,23.1,13.7,120,10.0
3,12.0,9.9,1.8,Sunny,Moderate,25.2,12.1,120,10.5
12,13.6,10.4,1.8,Foggy,Moderate,21.4,9.0,120,10.0
39,14.6,10.1,2.6,Rain,Moderate,21.3,8.9,157,13.0
46,15.5,9.8,1.4,Foggy,Calm,24.0,7.0,146,11.0
19,13.3,9.8,2.5,Foggy,Calm,27.1,11.6,120,10.7
38,18.8,11.3,4.0,Cloudy,Rough,25.9,9.1,155,13.1
18,18.2,10.5,3.2,Sunny,Calm,23.7,7.3,166,14.3
43,14.0,10.1,2.0,Foggy,Calm,26.9,8.7,123,10.9
11,12.0,9.7,1.7,Rain,Moderate,23.6,8.7,120,10.0
35,18.7,10.6,2.6,Sunny,Rough,22.3,9.0,176,12.7
25,18.6,10.2,3.2,Rain,Rough,25.3,10.8,158,15.0
10,16.2,10.7,4.0,Cloudy,Rough,27.0,13.4,155,15.9
15,15.5,10.0,1.9,Foggy,Calm,26.0,8.0,120,11.4
41,15.4,11.2,2.9,Sunny,Calm,27.2,7.0,164,11.2
12,18.7,9.9,3.6,Cloudy,Rough,26.8,8.2,170,10.4
37,12.9,10.3,1.8,Rain,Moderate,22.0,12.0,138,10.0
33,13.7,9.0,2.0,Rain,Moderate,26.0,10.6,131,10.2
19,13.1,9.4,1.5,Foggy,Rough,23.4,9.1,124,10.0
16,14.3,9.7,3.2,Sunny,Calm,28.5,7.4,175,14.9
32,16.8,11.0,2.0,Sunny,Calm,24.2,7.9,128,10.0
44,13.9,10.5,1.5,Foggy,Calm,29.0,10.7,153,11.3
11,13.3,9.6,2.1,Clear,Rough,24.7,8.6,166,10.9
23,15.8,9.8,2.4,Cloudy,Calm,26.4,7.4,170,13.2
43,16.3,10.0,4.0,Clear,Rough,25.9,8.9,174,15.7
8,17.5,12.0,2.3,Clear,Rough,22.1,9.3,164,11.9
23,17.7,9.4,3.6,Cloudy,Rough,26.3,7.0,178,14.1
39,13.3,10.6,2.3,Clear,Rough,22.1,7.0,159,11.0
20,13.2,9.6,2.6,Clear,Moderate,21.7,12.7,120,10.0
38,17.2,10.3,3.6,Clear,Rough,22.7,8.4,170,10.0
34,17.9,11.3,3.8,Cloudy,Rough,25.1,9.8,151,14.0
50,13.3,10.4,2.1,Clear,Moderate,22.5,10.5,158,11.8
40,14.8,9.6,3.4,Cloudy,Moderate,26.9,8.4,127,11.1
22,12.0,9.2,2.2,Rain,Calm,24.8,10.2,120,10.0
4,15.6,10.9,4.0,Clear,Moderate,21.0,9.9,120,10.4
35,13.9,9.7,2.3,Cloudy,Calm,27.6,7.0,131,10.0
19,12.0,10.1,2.1,Foggy,Calm,26.8,7.8,161,10.7
37,19.5,10.4,3.5,Cloudy,Rough,27.3,7.0,180,14.2
40,13.3,10.1,2.8,Rain,Rough,22.5,14.3,120,10.0
9,14.1,9.0,2.5,Cloudy,Rough,27.0,7.9,166,10.0
39,15.9,9.8,3.1,Sunny,Rough,23.8,10.0,134,12.2
16,13.5,9.0,1.9,Foggy,Calm,28.8,7.7,127,11.6
16,17.7,10.6,3.0,Sunny,Rough,22.5,7.3,179,13.0
9,16.5,10.1,3.9,Foggy,Rough,25.0,7.0,163,12.6
24,16.6,11.1,2.2,Foggy,Calm,28.7,7.0,175,13.6
37,15.4,10.4,3.6,Clear,Rough,22.3,10.8,174,13.7
26,18.9,11.1,4.0,Rain,Moderate,23.0,8.7,143,11.8
47,17.9,10.1,3.0,Cloudy,Calm,25.6,7.0,179,15.4
23,14.2,10.2,1.9,Clear,Moderate,27.6,11.8,120,10.0
18,14.6,9.3,1.5,Rain,Rough,24.8,10.5,134,10.0
4,16.8,10.4,2.3,Clear,Calm,28.5,7.2,137,10.0
7,18.3,10.7,2.0,Sunny,Calm,27.5,7.0,159,10.0
45,17.0,10.2,3.3,Rain,Moderate,25.5,7.0,152,10.0
25,14.9,9.0,2.2,Cloudy,Calm,24.4,7.0,132,10.4
19,13.9,10.5,1.4,Sunny,Calm,24.4,7.1,154,13.8
19,12.5,9.6,2.5,Foggy,Calm,24.4,9.6,135,11.1
1,17.2,11.2,3.8,Sunny,Calm,26.4,7.0,173,10.9
19,16.7,9.5,1.5,Sunny,Calm,28.4,7.0,191,12.1
44,13.2,10.0,1.9,Clear,Rough,25.3,7.6,131,11.6
37,12.6,9.3,2.4,Sunny,Rough,21.9,10.5,120,10.4
22,15.3,9.2,1.7,Clear,Moderate,24.1,7.9,120,10.0
39,18.4,11.4,1.6,Cloudy,Calm,26.5,7.0,153,10.6
20,12.1,9.4,1.8,Clear,Moderate,22.9,12.5,126,10.0
10,18.0,10.2,2.0,Clear,Rough,22.2,8.4,160,12.9
11,17.8,9.7,2.5,Clear,Calm,29.0,7.0,124,11.2
23,15.6,9.3,3.2,Cloudy,Rough,24.0,8.4,134,10.9
19,15.7,11.3,3.1,Sunny,Rough,24.4,8.2,166,15.0
50,13.5,9.7,2.3,Rain,Moderate,22.4,10.8,133,10.0
13,19.2,9.5,3.2,Clear,Rough,23.1,7.0,168,13.4
22,14.2,9.7,2.3,Clear,Calm,29.0,8.1,120,10.3
10,14.3,10.1,1.6,Sunny,Rough,25.6,8.8,127,10.0
22,18.3,10.1,1.7,Sunny,Calm,23.2,7.0,170,11.6
33,17.8,10.4,3.7,Sunny,Rough,24.4,7.0,179,14.0
19,12.7,9.3,1.7,Rain,Moderate,21.0,12.8,120,10.0
20,16.6,11.3,2.5,Cloudy,Calm,28.7,8.6,162,15.4
23,16.5,10.3,1.3,Rain,Moderate,21.7,11.9,120,10.0
11,17.4,11.1,3.8,Rain,Rough,22.4,8.6,158,15.4
7,12.0,9.7,1.8,Sunny,Moderate,24.1,7.0,120,10.1
25,15.3,10.4,2.2,Foggy,Calm,29.0,7.7,168,13.3
8,13.5,9.9,2.1,Rain,Rough,25.6,8.8,141,10.1
44,13.5,10.3,2.6,Foggy,Moderate,26.1,7.5,133,10.0
44,14.4,9.6,2.3,Clear,Moderate,22.2,9.6,131,10.2
7,14.9,9.6,2.1,Clear,Rough,24.3,9.9,158,15.8
39,12.0,9.6,1.7,Rain,Moderate,25.5,10.6,120,10.9
41,17.1,11.5,3.9,Clear,Rough,26.9,9.6,172,13.0
7,13.7,9.7,2.1,Sunny,Rough,24.9,9.6,125,10.0
1,14.6,10.1,1.8,Rain,Moderate,21.0,11.7,120,10.0
17,18.6,9.4,4.0,Rain,Rough,22.8,7.0,175,10.0
13,15.3,11.0,1.8,Cloudy,Calm,24.0,7.0,151,13.1
43,15.1,9.8,3.9,Clear,Rough,23.0,9.5,173,10.7
14,19.5,9.6,3.2,Cloudy,Rough,27.1,7.0,185,13.8
47,13.0,9.4,2.3,Sunny,Moderate,22.5,10.4,120,10.0
50,15.6,9.8,2.0,Clear,Rough,22.5,11.4,120,11.2
15,15.0,10.1,3.9,Clear,Moderate,22.3,8.4,171,12.1
19,13.7,9.5,2.7,Clear,Moderate,21.0,10.8,120,10.0
35,18.4,11.1,4.0,Clear,Calm,29.0,7.2,147,12.6
39,12.3,10.2,2.1,Sunny,Calm,25.3,7.0,136,10.5
12,16.7,11.8,4.0,Clear,Rough,22.7,8.6,151,11.9
9,16.9,9.8,3.3,Cloudy,Rough,27.1,7.0,154,12.0
19,18.6,9.9,2.8,Cloudy,Calm,27.0,7.0,164,11.2
29,16.5,9.8,4.0,Sunny,Calm,24.8,7.0,166,14.3
33,18.7,10.0,2.7,Cloudy,Calm,23.1,7.0,164,14.3
21,18.2,9.5,1.6,Cloudy,Rough,23.2,8.6,132,11.7
19,12.3,10.1,4.0,Clear,Rough,21.3,9.1,147,13.2
23,15.8,10.2,2.2,Foggy,Calm,29.0,7.0,152,11.7
26,12.4,9.7,1.9,Foggy,Moderate,25.1,10.1,120,10.0
40,16.8,10.7,2.5,Sunny,Calm,24.5,8.1,156,13.9
22,18.6,9.6,2.3,Cloudy,Moderate,24.8,9.0,133,10.1
8,12.4,9.4,2.1,Rain,Moderate,21.2,8.3,127,11.2
40,14.6,9.8,2.2,Foggy,Calm,23.8,9.0,158,10.4
44,12.6,10.3,3.1,Foggy,Calm,29.0,9.4,175,10.6
23,17.6,9.2,2.5,Sunny,Moderate,28.7,8.2,141,10.3
21,16.5,10.6,1.7,Foggy,Calm,27.8,7.0,164,10.9
41,17.1,11.6,4.0,Sunny,Rough,27.7,7.0,177,15.5
20,14.9,9.4,1.3,Rain,Moderate,22.8,7.0,142,10.2
49,13.3,10.2,2.7,Cloudy,Calm,24.9,7.0,122,12.3
48,15.8,9.0,3.5,Sunny,Rough,27.4,9.5,162,11.5
32,12.5,10.0,2.0,Foggy,Moderate,23.3,11.5,120,10.0
41,13.8,10.2,2.3,Rain,Moderate,21.0,14.6,128,10.0
18,15.0,9.9,2.4,Clear,Rough,21.0,7.3,120,10.8
44,12.0,9.9,1.9,Cloudy,Calm,24.8,9.2,137,10.0
16,15.6,10.4,1.9,Sunny,Calm,28.4,7.0,124,11.3
5,17.7,9.6,1.8,Rain,Calm,21.0,8.7,158,10.0
36,12.9,9.1,1.6,Rain,Rough,22.2,8.9,127,10.2
22,14.6,11.3,1.9,Rain,Rough,22.1,9.5,157,10.7
10,18.2,9.8,4.0,Cloudy,Calm,25.4,8.4,177,15.5
43,14.1,9.6,2.0,Clear,Moderate,24.1,7.0,153,13.2
15,18.1,10.1,3.4,Clear,Moderate,21.4,8.7,136,11.1
15,12.8,9.7,2.0,Foggy,Moderate,25.2,9.2,123,11.3
27,14.3,9.6,2.4,Rain,Moderate,24.6,12.0,136,10.0
50,18.2,9.8,1.5,Foggy,Calm,24.0,8.2,154,13.8
24,17.3,10.5,4.0,Sunny,Calm,29.0,8.0,169,14.2
14,14.9,10.1,2.5,Rain,Moderate,22.3,7.7,126,10.0
7,12.0,10.0,2.4,Clear,Calm,24.9,14.1,120,10.0
26,12.9,10.1,2.3,Clear,Calm,21.0,10.8,120,10.8
46,16.7,11.1,1.4,Cloudy,Calm,29.0,7.0,157,13.6
20,14.6,11.2,4.0,Foggy,Rough,29.0,7.0,159,12.5
41,13.5,10.7,3.6,Sunny,Calm,25.6,8.1,120,10.5
19,14.3,9.8,2.2,Cloudy,Rough,25.8,13.1,128,10.5
42,12.4,10.0,2.5,Rain,Moderate,23.0,7.2,124,10.4
43,18.9,10.3,2.0,Rain,Calm,27.5,7.0,127,14.5
40,19.4,11.4,3.3,Foggy,Calm,25.4,7.1,183,14.5
19,16.4,9.4,2.3,Sunny,Rough,25.1,7.4,163,10.7
15,15.0,9.0,2.2,Clear,Moderate,24.1,13.4,120,10.0
22,12.0,9.7,2.3,Clear,Moderate,21.0,12.2,127,10.0
38,18.2,10.0,3.3,Cloudy,Calm,28.0,7.9,161,10.0
42,16.2,9.6,1.9,Foggy,Calm,29.0,7.9,150,12.1
13,13.4,9.5,2.4,Rain,Moderate,28.8,11.6,120,10.0
19,19.5,9.6,3.8,Clear,Rough,24.1,7.0,180,15.0
26,17.6,10.2,2.9,Sunny,Rough,24.1,7.0,147,14.6
10,15.9,9.6,2.7,Sunny,Moderate,24.7,7.0,120,11.4
27,15.2,9.9,1.8,Foggy,Calm,26.8,11.9,134,11.0
22,14.9,10.0,3.1,Sunny,Calm,29.0,7.0,156,13.9
33,14.0,9.9,1.5,Rain,Rough,24.4,10.2,175,10.0
18,15.4,9.8,2.3,Rain,Moderate,26.0,7.0,147,10.0
15,17.2,10.7,2.3,Clear,Calm,25.4,7.6,120,11.2
8,17.1,9.3,2.6,Clear,Rough,23.8,12.2,158,10.5
39,14.8,9.6,3.5,Clear,Moderate,26.7,8.5,136,10.4
21,12.5,9.5,2.7,Clear,Moderate,21.9,11.0,120,10.0
34,18.2,10.8,2.6,Rain,Rough,23.6,7.5,160,11.0
30,13.1,9.3,1.7,Cloudy,Calm,27.7,7.0,147,10.4
35,16.9,11.9,3.3,Rain,Calm,24.1,9.8,171,12.8
15,16.1,9.9,4.0,Sunny,Rough,24.4,8.2,184,16.2
41,16.7,11.7,3.2,Clear,Rough,26.3,8.9,188,11.5
13,16.9,9.4,3.0,Cloudy,Rough,22.3,9.0,154,14.4
23,12.4,9.4,2.2,Foggy,Calm,26.0,8.0,120,12.5
2,14.0,9.8,3.4,Cloudy,Rough,23.6,10.8,120,10.0
6,15.8,10.4,2.6,Rain,Rough,28.8,8.1,172,11.8
16,18.4,10.5,4.0,Clear,Rough,25.9,9.2,173,14.5
17,12.3,9.8,2.8,Foggy,Moderate,22.3,10.6,130,10.0
28,13.5,10.2,2.7,Clear,Rough,24.0,10.2,120,10.0
8,19.3,10.2,3.3,Rain,Calm,22.9,7.0,165,10.0
14,19.5,10.6,1.9,Clear,Rough,23.9,9.6,136,12.0
35,12.0,10.1,2.1,Clear,Rough,27.1,9.8,127,10.0
9,17.6,10.1,2.2,Cloudy,Calm,26.4,7.7,167,10.3
33,18.7,11.4,3.9,Sunny,Rough,23.2,7.0,139,15.7
8,18.0,10.9,4.0,Foggy,Calm,29.0,7.0,165,12.3
35,12.7,9.8,1.5,Clear,Rough,22.4,9.1,156,10.0
14,14.1,10.1,2.7,Rain,Moderate,22.6,7.7,135,10.1
21,14.9,10.4,3.7,Cloudy,Rough,22.1,8.7,138,12.5
21,16.5,9.4,2.3,Clear,Moderate,24.8,11.0,144,12.4
23,13.7,9.1,2.2,Rain,Rough,24.3,10.5,122,11.6
34,14.7,11.1,3.4,Clear,Rough,24.7,10.1,175,14.2
27,17.9,10.0,2.6,Foggy,Calm,26.4,8.4,140,16.4
11,18.2,9.7,2.8,Foggy,Calm,28.8,7.0,139,13.3
13,12.0,10.4,1.2,Foggy,Calm,29.0,9.2,147,10.0
3,14.3,9.9,1.8,Rain,Rough,23.4,9.9,128,10.0
1,16.8,10.2,3.5,Rain,Rough,21.0,9.4,155,11.7
47,17.6,9.7,2.1,Cloudy,Moderate,24.3,9.0,189,11.0
47,14.5,9.3,1.4,Rain,Moderate,22.9,11.2,134,10.0
11,13.3,9.3,1.2,Sunny,Calm,24.4,8.7,125,10.0
7,16.4,10.0,2.4,Clear,Rough,26.3,11.1,147,10.5
17,14.5,9.8,1.9,Sunny,Rough,21.6,13.3,121,10.0
24,12.5,9.8,1.6,Cloudy,Rough,22.5,7.3,123,10.0
11,16.4,11.1,3.3,Rain,Rough,24.7,9.8,184,11.0
45,18.9,10.5,3.2,Sunny,Calm,29.0,7.0,155,11.1
15,14.7,9.9,1.8,Sunny,Calm,26.3,9.3,121,11.3
38,17.6,9.9,3.7,Cloudy,Rough,21.2,8.1,149,10.1
39,19.5,10.3,1.9,Clear,Rough,25.9,7.0,174,15.2
15,17.0,10.6,4.0,Rain,Rough,23.5,8.0,165,13.1
1,14.5,9.0,2.9,Sunny,Calm,22.2,7.5,123,13.5
30,15.3,10.1,2.4,Sunny,Rough,24.8,9.5,148,14.2
17,13.5,10.2,2.3,Rain,Rough,26.0,8.6,136,10.0
10,14.1,10.9,2.0,Clear,Moderate,26.7,9.1,141,10.3
18,12.1,10.3,2.1,Sunny,Calm,23.5,8.6,155,10.0
49,14.0,9.3,2.1,Sunny,Calm,25.2,7.0,136,11.1
11,18.2,9.4,3.1,Clear,Rough,26.5,7.1,168,10.0
9,15.0,10.4,2.3,Rain,Rough,21.4,8.2,161,10.0
40,16.0,11.0,2.5,Cloudy,Rough,24.2,8.7,181,14.1
36,18.1,11.3,3.5,Rain,Calm,27.0,7.3,165,14.6
45,12.7,10.7,2.2,Foggy,Rough,29.0,7.0,132,10.1
24,14.5,9.3,2.3,Sunny,Rough,22.0,10.5,171,11.1
29,16.3,10.1,2.7,Sunny,Calm,23.7,8.3,147,11.2
50,15.3,9.4,1.5,Sunny,Moderate,22.1,8.2,136,10.0
3,14.6,10.4,3.9,Rain,Rough,21.0,9.8,153,11.4
21,16.9,9.6,1.9,Foggy,Calm,24.9,9.6,142,11.9
4,17.4,10.1,2.9,Cloudy,Rough,29.0,8.3,179,15.1
13,17.6,11.4,3.1,Sunny,Calm,24.2,7.0,150,11.8
28,15.7,10.0,2.3,Rain,Calm,26.2,7.8,122,10.0
7,12.6,10.5,2.7,Clear,Moderate,22.7,12.3,120,10.0
11,12.3,10.1,1.8,Foggy,Calm,24.1,7.1,140,10.5
5,17.4,9.2,3.5,Sunny,Calm,28.7,7.0,159,15.0
23,12.5,9.1,2.1,Clear,Moderate,22.0,10.4,120,10.0
17,14.7,9.5,1.5,Cloudy,Rough,25.1,7.0,128,11.1
48,19.5,11.2,3.5,Cloudy,Rough,24.6,8.0,194,14.8
40,17.0,10.3,2.9,Sunny,Rough,26.7,8.1,131,13.4
16,14.0,9.8,1.9,Clear,Moderate,23.6,11.1,124,10.0
9,12.5,10.6,3.1,Foggy,Calm,25.9,7.2,151,10.0
38,19.2,10.4,3.1,Clear,Rough,24.2,9.3,182,14.8
17,12.0,9.5,1.6,Foggy,Moderate,23.3,9.1,120,10.0
50,12.0,11.3,2.4,Cloudy,Rough,23.7,8.6,157,11.4
39,17.7,10.5,3.2,Sunny,Rough,24.4,8.3,149,14.2
45,12.9,10.5,2.1,Rain,Moderate,22.6,14.4,134,10.6
23,15.1,9.7,2.3,Clear,Moderate,23.8,8.3,120,10.8
5,15.5,10.8,1.9,Sunny,Moderate,22.4,9.4,121,10.6
13,12.0,10.6,2.4,Sunny,Calm,24.6,9.8,120,10.9
10,15.3,9.4,1.6,Sunny,Rough,22.7,10.0,120,11.4
21,13.9,9.5,4.0,Cloudy,Rough,26.4,7.0,159,10.0
14,13.7,11.2,2.2,Clear,Moderate,25.0,10.3,125,10.0
35,17.3,10.3,2.2,Cloudy,Rough,25.8,10.6,153,14.3
26,13.8,9.4,1.4,Sunny,Calm,24.8,7.0,167,10.8
11,17.8,9.8,1.9,Clear,Rough,22.3,9.7,152,10.0
19,19.4,10.5,3.8,Cloudy,Rough,29.0,7.0,155,14.6
26,12.0,9.6,3.8,Foggy,Calm,24.5,9.3,124,10.0
11,19.1,10.6,3.5,Cloudy,Rough,26.1,7.8,185,13.4
35,16.6,10.8,2.2,Rain,Rough,21.2,11.5,156,14.6
15,15.4,9.1,1.8,Clear,Moderate,21.2,9.7,142,11.4
29,17.2,11.2,3.9,Cloudy,Rough,25.3,8.7,191,13.8
35,16.1,10.7,2.9,Clear,Rough,26.5,10.7,181,13.3
15,19.0,9.4,1.9,Clear,Calm,28.3,7.0,168,10.1
14,13.6,10.1,2.3,Cloudy,Rough,24.1,10.6,131,10.0
23,12.6,9.2,2.0,Rain,Rough,22.1,9.2,126,10.5
37,18.3,11.7,2.6,Foggy,Rough,29.0,8.7,180,11.4
37,16.4,9.9,4.0,Cloudy,Calm,25.8,7.0,166,14.6
41,19.2,9.6,3.5,Sunny,Calm,27.5,7.0,170,13.3
27,14.1,9.8,2.1,Cloudy,Rough,25.2,10.8,132,11.4
9,12.4,9.4,2.1,Cloudy,Moderate,23.7,7.7,132,10.0
26,15.7,10.9,3.8,Sunny,Calm,25.5,8.0,173,12.9
40,19.5,10.2,3.4,Foggy,Rough,24.7,7.0,182,13.8
21,14.3,10.3,1.9,Rain,Rough,23.7,7.1,185,10.5
47,18.8,9.8,3.6,Cloudy,Rough,21.4,8.9,136,11.4
37,14.6,9.7,2.1,Cloudy,Rough,22.0,11.5,124,10.0
43,18.2,10.7,2.9,Cloudy,Rough,21.0,9.1,184,11.2
41,13.0,9.6,3.4,Rain,Rough,23.8,7.5,153,10.0
45,17.9,9.9,3.1,Clear,Rough,26.4,9.5,172,12.7
19,17.1,9.7,2.2,Clear,Rough,22.2,8.0,156,12.1
21,17.5,9.7,2.0,Clear,Moderate,28.2,7.8,158,11.1
5,14.5,9.5,1.9,Rain,Moderate,24.4,11.4,126,10.0
31,15.5,11.1,2.0,Sunny,Rough,23.4,9.4,171,11.9
35,13.0,9.9,1.9,Rain,Moderate,27.7,10.3,139,10.0
50,16.5,10.2,4.0,Foggy,Rough,28.4,7.8,175,14.1
17,16.3,9.9,4.0,Clear,Calm,24.7,8.4,165,11.7
2,16.8,10.9,4.0,Rain,Rough,23.6,7.9,169,14.8
10,13.5,9.3,2.1,Cloudy,Calm,26.9,9.2,120,10.0
2,13.6,10.4,3.7,Clear,Rough,24.8,10.1,130,10.4
12,15.1,11.9,3.5,Sunny,Rough,26.3,11.7,154,14.8
46,17.0,10.5,2.9,Sunny,Rough,21.5,9.5,132,12.8
41,18.5,10.1,2.8,Cloudy,Calm,29.0,7.5,146,10.9
13,13.1,10.0,2.0,Rain,Moderate,21.0,13.6,131,10.0
28,13.4,10.0,2.0,Clear,Moderate,25.7,12.4,120,10.0
43,12.4,10.9,2.0,Clear,Moderate,23.4,8.3,188,10.0
34,16.1,11.5,3.6,Sunny,Calm,27.6,7.3,169,13.8
11,13.9,9.6,1.7,Foggy,Calm,22.6,7.0,129,10.1
39,14.3,9.3,1.7,Foggy,Calm,27.5,8.3,124,11.0
28,12.2,9.2,2.5,Foggy,Rough,27.7,13.5,120,10.0
48,14.3,10.4,2.3,Rain,Rough,25.6,8.0,120,11.3
32,18.0,10.7,2.7,Clear,Rough,24.0,8.5,162,14.0
7,17.9,10.9,1.8,Clear,Rough,26.9,7.3,168,11.5
31,15.8,9.9,1.3,Rain,Calm,25.2,7.0,129,10.0
12,12.3,9.8,1.4,Rain,Calm,24.3,9.3,120,10.9
15,18.0,10.8,3.4,Cloudy,Rough,24.2,7.0,131,12.2
18,12.3,9.1,2.0,Foggy,Rough,21.0,9.1,124,10.0
34,12.0,10.0,2.6,Clear,Moderate,22.6,10.8,132,11.1
26,15.1,9.1,2.1,Sunny,Calm,23.1,7.7,120,10.0
35,14.3,10.6,3.9,Sunny,Calm,27.3,8.7,145,13.2
14,13.7,9.8,1.7,Rain,Moderate,23.2,12.2,120,10.2
27,12.3,9.8,1.5,Foggy,Calm,29.0,10.4,120,10.0
29,18.8,11.7,4.0,Cloudy,Rough,25.5,8.5,177,13.5
10,17.1,10.8,2.7,Clear,Rough,27.4,12.7,143,10.0
10,16.6,9.5,2.0,Rain,Calm,24.6,7.0,168,10.2
19,15.5,11.6,2.3,Cloudy,Rough,22.2,7.8,179,10.0
6,14.6,11.0,4.0,Sunny,Rough,23.9,8.3,168,16.5
46,17.7,10.0,3.5,Foggy,Rough,24.9,7.3,160,13.0
24,12.4,9.5,1.5,Cloudy,Calm,24.0,7.6,159,12.0
45,15.4,9.7,2.4,Clear,Rough,22.1,9.0,141,10.0
19,16.6,11.1,3.6,Sunny,Rough,23.6,7.3,165,12.5
36,18.6,11.0,3.8,Cloudy,Rough,23.6,8.4,178,14.6
20,13.3,9.4,1.7,Rain,Moderate,23.6,10.2,120,10.7
27,13.5,9.4,2.6,Rain,Moderate,24.3,8.2,130,10.0
16,15.4,10.2,2.4,Sunny,Calm,26.2,7.5,125,12.6
18,12.1,9.4,2.4,Clear,Moderate,23.4,13.0,120,10.0
33,17.1,10.7,3.7,Cloudy,Rough,21.5,8.0,186,13.2
46,12.4,9.8,2.0,Clear,Moderate,24.4,10.6,120,10.0
18,16.8,9.6,1.1,Cloudy,Rough,24.7,9.7,146,10.5
13,17.7,10.4,2.2,Sunny,Rough,28.5,7.0,151,12.6
25,14.6,11.1,2.6,Foggy,Rough,27.1,9.9,164,11.6
41,17.7,10.0,3.3,Cloudy,Moderate,27.9,8.0,165,12.0
50,16.2,9.6,2.9,Sunny,Calm,28.3,7.0,168,10.3
30,17.0,10.8,1.6,Sunny,Calm,29.0,8.0,159,10.0
19,15.3,9.6,1.9,Clear,Moderate,25.1,11.2,126,10.0
50,12.2,9.6,1.9,Sunny,Rough,24.9,11.4,120,10.7
