Voyage_ID,Sailing_Speed,Draft,Trim,Weather_Condition,Sea_Condition,Water_Temperature,Fuel_Consumption_Rate,Distance_Traveled,Time_Duration,seaWaterTemp,wind_speed,wind_direction,sea_current_speed,sea_current_direction,combined_wave_height,combined_wave_direction,displacement
2,14.0,9.8,3.4,Cloudy,Rough,23.6,10.8,120,10.0,19.86,21,145,1,164,5.84,64,106553
6,15.8,10.4,2.6,Rain,Rough,28.8,8.1,172,11.8,14.2,14,139,2,102,6.8,19,78320
16,18.4,10.5,4.0,Clear,Rough,25.9,9.2,173,14.5,14.76,16,174,6,98,1.81,6,159778
17,12.3,9.8,2.8,Foggy,Moderate,22.3,10.6,130,10.0,30.24,23,159,0,138,2.89,50,131860
28,13.5,10.2,2.7,Clear,Rough,24.0,10.2,120,10.0,21.37,1,138,7,123,4.66,108,94868
8,19.3,10.2,3.3,Rain,Calm,22.9,7.0,165,10.0,4.47,7,30,0,89,3.95,63,147272
14,19.5,10.6,1.9,Clear,Rough,23.9,9.6,136,12.0,9.01,5,69,6,10,5.22,27,82404
35,12.0,10.1,2.1,Clear,Rough,27.1,9.8,127,10.0,29.51,29,15,1,79,4.86,33,142231
9,17.6,10.1,2.2,Cloudy,Calm,26.4,7.7,167,10.3,8.81,21,47,6,7,2.12,94,157532
33,18.7,11.4,3.9,Sunny,Rough,23.2,7.0,139,15.7,7.54,17,107,5,87,4.83,77,125654
8,18.0,10.9,4.0,Foggy,Calm,29.0,7.0,165,12.3,19.51,0,150,4,32,4.24,77,118843
35,12.7,9.8,1.5,Clear,Rough,22.4,9.1,156,10.0,27.24,13,84,3,60,2.91,100,128972
14,14.1,10.1,2.7,Rain,Moderate,22.6,7.7,135,10.1,3.08,8,60,6,162,3.6,45,94201
21,14.9,10.4,3.7,Cloudy,Rough,22.1,8.7,138,12.5,4.78,6,36,7,120,7.68,29,86557
21,16.5,9.4,2.3,Clear,Moderate,24.8,11.0,144,12.4,18.73,7,78,7,117,1.49,89,77600
23,13.7,9.1,2.2,Rain,Rough,24.3,10.5,122,11.6,24.38,29,95,4,50,7.51,14,77685
34,14.7,11.1,3.4,Clear,Rough,24.7,10.1,175,14.2,1.42,28,117,4,29,0.36,78,157895
27,17.9,10.0,2.6,Foggy,Calm,26.4,8.4,140,16.4,29.3,10,50,5,133,3.33,156,87078
11,18.2,9.7,2.8,Foggy,Calm,28.8,7.0,139,13.3,15.97,1,66,3,112,4.81,167,110206
13,12.0,10.4,1.2,Foggy,Calm,29.0,9.2,147,10.0,20.22,18,177,6,122,1.63,126,95626
3,14.3,9.9,1.8,Rain,Rough,23.4,9.9,128,10.0,22.35,13,125,3,5,0.52,13,93393
1,16.8,10.2,3.5,Rain,Rough,21.0,9.4,155,11.7,14.53,25,132,1,176,0.27,25,155350
47,17.6,9.7,2.1,Cloudy,Moderate,24.3,9.0,189,11.0,23.03,4,127,5,45,5.24,11,159552
47,14.5,9.3,1.4,Rain,Moderate,22.9,11.2,134,10.0,3.62,22,47,6,80,5.97,126,137139
11,13.3,9.3,1.2,Sunny,Calm,24.4,8.7,125,10.0,13.03,7,166,0,6,7.86,118,149721
7,16.4,10.0,2.4,Clear,Rough,26.3,11.1,147,10.5,9.34,9,95,6,54,6.75,58,65661
17,14.5,9.8,1.9,Sunny,Rough,21.6,13.3,121,10.0,16.46,3,170,2,23,2.27,44,67455
24,12.5,9.8,1.6,Cloudy,Rough,22.5,7.3,123,10.0,25.0,19,64,1,75,3.22,134,103597
11,16.4,11.1,3.3,Rain,Rough,24.7,9.8,184,11.0,11.12,19,80,5,138,1.18,147,116253
45,18.9,10.5,3.2,Sunny,Calm,29.0,7.0,155,11.1,9.1,27,179,1,81,0.16,141,73714
15,14.7,9.9,1.8,Sunny,Calm,26.3,9.3,121,11.3,9.74,18,46,7,140,0.61,115,68466
38,17.6,9.9,3.7,Cloudy,Rough,21.2,8.1,149,10.1,24.62,27,25,5,101,2.27,112,131707
39,19.5,10.3,1.9,Clear,Rough,25.9,7.0,174,15.2,11.85,21,113,3,36,1.01,139,96715
15,17.0,10.6,4.0,Rain,Rough,23.5,8.0,165,13.1,16.65,4,58,7,95,7.51,9,91210
1,14.5,9.0,2.9,Sunny,Calm,22.2,7.5,123,13.5,4.62,0,1,6,5,1.17,43,87975
30,15.3,10.1,2.4,Sunny,Rough,24.8,9.5,148,14.2,20.1,11,129,7,160,5.38,69,158502
17,13.5,10.2,2.3,Rain,Rough,26.0,8.6,136,10.0,11.28,27,96,3,14,4.81,97,161848
10,14.1,10.9,2.0,Clear,Moderate,26.7,9.1,141,10.3,11.07,10,95,3,66,6.97,16,72627
18,12.1,10.3,2.1,Sunny,Calm,23.5,8.6,155,10.0,10.79,4,105,1,79,5.19,121,159282
49,14.0,9.3,2.1,Sunny,Calm,25.2,7.0,136,11.1,29.02,1,64,3,9,1.71,32,143469
11,18.2,9.4,3.1,Clear,Rough,26.5,7.1,168,10.0,23.93,0,24,1,122,2.16,98,97178
9,15.0,10.4,2.3,Rain,Rough,21.4,8.2,161,10.0,29.85,24,66,3,177,3.54,141,99989
40,16.0,11.0,2.5,Cloudy,Rough,24.2,8.7,181,14.1,27.42,25,69,2,86,7.3,104,127743
36,18.1,11.3,3.5,Rain,Calm,27.0,7.3,165,14.6,28.41,19,124,5,152,4.53,151,131294
45,12.7,10.7,2.2,Foggy,Rough,29.0,7.0,132,10.1,29.46,22,122,5,160,2.25,82,120686
24,14.5,9.3,2.3,Sunny,Rough,22.0,10.5,171,11.1,16.52,5,72,4,178,4.44,57,90921
29,16.3,10.1,2.7,Sunny,Calm,23.7,8.3,147,11.2,20.29,8,56,5,73,6.35,26,123954
50,15.3,9.4,1.5,Sunny,Moderate,22.1,8.2,136,10.0,23.71,20,24,3,150,2.34,85,133057
3,14.6,10.4,3.9,Rain,Rough,21.0,9.8,153,11.4,2.84,23,5,6,119,5.0,175,75073
21,16.9,9.6,1.9,Foggy,Calm,24.9,9.6,142,11.9,27.3,21,121,5,90,1.88,105,136964
4,17.4,10.1,2.9,Cloudy,Rough,29.0,8.3,179,15.1,7.43,17,164,4,54,5.81,170,115432
13,17.6,11.4,3.1,Sunny,Calm,24.2,7.0,150,11.8,13.77,28,37,1,70,1.43,114,65465
28,15.7,10.0,2.3,Rain,Calm,26.2,7.8,122,10.0,13.8,12,164,4,23,4.5,170,129296
7,12.6,10.5,2.7,Clear,Moderate,22.7,12.3,120,10.0,30.86,9,165,4,39,0.25,39,132409
11,12.3,10.1,1.8,Foggy,Calm,24.1,7.1,140,10.5,20.63,30,102,5,55,1.52,141,114649
5,17.4,9.2,3.5,Sunny,Calm,28.7,7.0,159,15.0,10.63,19,136,3,8,2.41,36,101117
23,12.5,9.1,2.1,Clear,Moderate,22.0,10.4,120,10.0,5.33,3,49,1,107,4.23,36,78153
17,14.7,9.5,1.5,Cloudy,Rough,25.1,7.0,128,11.1,11.1,11,87,4,78,4.0,106,80442
48,19.5,11.2,3.5,Cloudy,Rough,24.6,8.0,194,14.8,29.34,9,58,0,163,7.74,125,109243
40,17.0,10.3,2.9,Sunny,Rough,26.7,8.1,131,13.4,18.62,11,3,3,124,6.12,71,131193
16,14.0,9.8,1.9,Clear,Moderate,23.6,11.1,124,10.0,19.41,21,16,0,29,0.6,69,102352
9,12.5,10.6,3.1,Foggy,Calm,25.9,7.2,151,10.0,20.86,19,37,5,101,6.78,48,110010
38,19.2,10.4,3.1,Clear,Rough,24.2,9.3,182,14.8,16.56,14,68,1,156,1.4,157,66363
17,12.0,9.5,1.6,Foggy,Moderate,23.3,9.1,120,10.0,2.08,29,36,0,130,5.38,119,120417
50,12.0,11.3,2.4,Cloudy,Rough,23.7,8.6,157,11.4,4.95,2,145,0,49,2.2,174,74826
39,17.7,10.5,3.2,Sunny,Rough,24.4,8.3,149,14.2,12.94,26,135,0,64,2.75,118,91211
45,12.9,10.5,2.1,Rain,Moderate,22.6,14.4,134,10.6,23.97,12,138,1,157,7.33,126,145919
23,15.1,9.7,2.3,Clear,Moderate,23.8,8.3,120,10.8,18.53,20,74,6,49,2.0,122,135583
5,15.5,10.8,1.9,Sunny,Moderate,22.4,9.4,121,10.6,27.47,26,117,6,175,1.77,164,110849
13,12.0,10.6,2.4,Sunny,Calm,24.6,9.8,120,10.9,24.49,14,33,7,75,1.69,10,135769
10,15.3,9.4,1.6,Sunny,Rough,22.7,10.0,120,11.4,5.3,1,20,7,65,2.14,25,154360
21,13.9,9.5,4.0,Cloudy,Rough,26.4,7.0,159,10.0,8.23,22,46,1,53,2.8,69,142363
14,13.7,11.2,2.2,Clear,Moderate,25.0,10.3,125,10.0,11.68,11,19,5,84,1.58,110,82057
35,17.3,10.3,2.2,Cloudy,Rough,25.8,10.6,153,14.3,22.35,19,122,2,103,4.55,104,122268
26,13.8,9.4,1.4,Sunny,Calm,24.8,7.0,167,10.8,23.18,27,23,5,174,4.7,66,90768
11,17.8,9.8,1.9,Clear,Rough,22.3,9.7,152,10.0,20.73,16,119,7,161,1.02,112,160004
19,19.4,10.5,3.8,Cloudy,Rough,29.0,7.0,155,14.6,17.2,29,48,3,100,0.26,125,80050
26,12.0,9.6,3.8,Foggy,Calm,24.5,9.3,124,10.0,26.52,7,23,5,30,6.33,137,117079
11,19.1,10.6,3.5,Cloudy,Rough,26.1,7.8,185,13.4,22.09,21,19,7,111,5.92,10,126271
35,16.6,10.8,2.2,Rain,Rough,21.2,11.5,156,14.6,15.79,6,108,4,116,7.45,134,113302
15,15.4,9.1,1.8,Clear,Moderate,21.2,9.7,142,11.4,24.81,6,133,7,48,7.89,158,134852
29,17.2,11.2,3.9,Cloudy,Rough,25.3,8.7,191,13.8,9.14,23,136,6,159,2.56,148,133068
35,16.1,10.7,2.9,Clear,Rough,26.5,10.7,181,13.3,11.92,13,29,5,154,6.81,59,82527
15,19.0,9.4,1.9,Clear,Calm,28.3,7.0,168,10.1,8.32,9,0,1,157,5.15,139,122438
14,13.6,10.1,2.3,Cloudy,Rough,24.1,10.6,131,10.0,11.24,16,20,2,11,7.59,171,113579
23,12.6,9.2,2.0,Rain,Rough,22.1,9.2,126,10.5,8.03,30,61,2,127,6.55,117,140885
37,18.3,11.7,2.6,Foggy,Rough,29.0,8.7,180,11.4,26.76,29,56,1,112,6.36,7,108856
37,16.4,9.9,4.0,Cloudy,Calm,25.8,7.0,166,14.6,30.23,16,167,1,13,4.66,121,132860
41,19.2,9.6,3.5,Sunny,Calm,27.5,7.0,170,13.3,12.74,16,41,0,59,2.75,102,152525
27,14.1,9.8,2.1,Cloudy,Rough,25.2,10.8,132,11.4,26.48,4,78,2,35,5.79,134,99266
9,12.4,9.4,2.1,Cloudy,Moderate,23.7,7.7,132,10.0,12.7,30,123,1,93,2.07,140,106359
26,15.7,10.9,3.8,Sunny,Calm,25.5,8.0,173,12.9,2.51,1,111,1,128,3.77,101,125615
40,19.5,10.2,3.4,Foggy,Rough,24.7,7.0,182,13.8,2.92,17,109,2,166,7.6,73,78692
21,14.3,10.3,1.9,Rain,Rough,23.7,7.1,185,10.5,28.01,11,123,6,81,0.86,99,87497
47,18.8,9.8,3.6,Cloudy,Rough,21.4,8.9,136,11.4,20.47,22,146,2,98,1.95,68,149392
37,14.6,9.7,2.1,Cloudy,Rough,22.0,11.5,124,10.0,3.01,11,123,2,51,3.63,159,95389
43,18.2,10.7,2.9,Cloudy,Rough,21.0,9.1,184,11.2,6.03,29,156,3,145,0.81,51,68281
41,13.0,9.6,3.4,Rain,Rough,23.8,7.5,153,10.0,10.61,20,86,3,27,6.07,100,80427
45,17.9,9.9,3.1,Clear,Rough,26.4,9.5,172,12.7,17.64,5,73,1,176,5.94,165,70175
19,17.1,9.7,2.2,Clear,Rough,22.2,8.0,156,12.1,23.48,26,100,5,5,5.7,46,79162
21,17.5,9.7,2.0,Clear,Moderate,28.2,7.8,158,11.1,30.57,13,49,5,10,2.53,105,121142
5,14.5,9.5,1.9,Rain,Moderate,24.4,11.4,126,10.0,15.7,16,43,5,150,0.77,177,90684
31,15.5,11.1,2.0,Sunny,Rough,23.4,9.4,171,11.9,22.12,20,145,4,127,5.17,115,94010
35,13.0,9.9,1.9,Rain,Moderate,27.7,10.3,139,10.0,29.43,4,22,3,7,0.34,126,122535
50,16.5,10.2,4.0,Foggy,Rough,28.4,7.8,175,14.1,22.45,6,133,3,149,0.71,42,117406
17,16.3,9.9,4.0,Clear,Calm,24.7,8.4,165,11.7,26.86,18,15,2,85,3.21,119,135891
2,16.8,10.9,4.0,Rain,Rough,23.6,7.9,169,14.8,8.73,16,139,2,78,4.09,171,94751
10,13.5,9.3,2.1,Cloudy,Calm,26.9,9.2,120,10.0,7.25,22,155,4,127,6.41,120,160737
2,13.6,10.4,3.7,Clear,Rough,24.8,10.1,130,10.4,1.84,29,54,3,100,5.95,104,111484
12,15.1,11.9,3.5,Sunny,Rough,26.3,11.7,154,14.8,22.46,21,10,7,128,4.59,55,99564
46,17.0,10.5,2.9,Sunny,Rough,21.5,9.5,132,12.8,1.74,21,164,0,25,0.01,33,135179
41,18.5,10.1,2.8,Cloudy,Calm,29.0,7.5,146,10.9,22.48,7,132,5,105,0.24,60,108341
13,13.1,10.0,2.0,Rain,Moderate,21.0,13.6,131,10.0,8.09,20,116,3,103,7.31,37,164142
28,13.4,10.0,2.0,Clear,Moderate,25.7,12.4,120,10.0,30.66,11,159,3,65,3.22,176,74851
43,12.4,10.9,2.0,Clear,Moderate,23.4,8.3,188,10.0,1.87,13,128,7,144,3.32,87,153684
34,16.1,11.5,3.6,Sunny,Calm,27.6,7.3,169,13.8,5.1,9,170,6,4,6.55,134,147399
11,13.9,9.6,1.7,Foggy,Calm,22.6,7.0,129,10.1,24.27,29,5,6,19,1.39,60,136369
39,14.3,9.3,1.7,Foggy,Calm,27.5,8.3,124,11.0,4.59,19,145,6,159,2.91,62,136292
28,12.2,9.2,2.5,Foggy,Rough,27.7,13.5,120,10.0,7.18,22,20,6,18,1.09,74,121350
48,14.3,10.4,2.3,Rain,Rough,25.6,8.0,120,11.3,27.9,24,6,7,78,4.5,77,87895
32,18.0,10.7,2.7,Clear,Rough,24.0,8.5,162,14.0,19.62,17,15,3,24,6.91,90,111229
7,17.9,10.9,1.8,Clear,Rough,26.9,7.3,168,11.5,27.28,19,157,3,51,2.15,50,93194
31,15.8,9.9,1.3,Rain,Calm,25.2,7.0,129,10.0,30.65,30,124,5,73,7.73,123,130777
12,12.3,9.8,1.4,Rain,Calm,24.3,9.3,120,10.9,16.2,13,131,4,27,3.23,126,150787
15,18.0,10.8,3.4,Cloudy,Rough,24.2,7.0,131,12.2,6.52,5,71,0,18,6.27,46,118927
18,12.3,9.1,2.0,Foggy,Rough,21.0,9.1,124,10.0,23.51,27,47,4,149,5.93,133,146681
34,12.0,10.0,2.6,Clear,Moderate,22.6,10.8,132,11.1,21.25,21,36,0,14,4.9,55,100413
26,15.1,9.1,2.1,Sunny,Calm,23.1,7.7,120,10.0,11.71,6,31,2,104,2.85,155,98892
35,14.3,10.6,3.9,Sunny,Calm,27.3,8.7,145,13.2,9.34,25,23,5,44,0.19,78,68510
14,13.7,9.8,1.7,Rain,Moderate,23.2,12.2,120,10.2,18.34,19,30,7,78,1.16,152,138982
27,12.3,9.8,1.5,Foggy,Calm,29.0,10.4,120,10.0,26.12,23,56,3,70,4.08,152,75816
29,18.8,11.7,4.0,Cloudy,Rough,25.5,8.5,177,13.5,18.3,2,120,1,132,7.46,104,133517
10,17.1,10.8,2.7,Clear,Rough,27.4,12.7,143,10.0,3.31,19,47,4,127,7.05,16,93571
10,16.6,9.5,2.0,Rain,Calm,24.6,7.0,168,10.2,13.72,3,40,4,12,7.88,93,112294
19,15.5,11.6,2.3,Cloudy,Rough,22.2,7.8,179,10.0,7.29,7,154,2,178,0.38,21,81323
6,14.6,11.0,4.0,Sunny,Rough,23.9,8.3,168,16.5,5.18,29,165,1,25,3.71,41,154628
46,17.7,10.0,3.5,Foggy,Rough,24.9,7.3,160,13.0,18.64,3,39,0,54,4.53,136,121132
24,12.4,9.5,1.5,Cloudy,Calm,24.0,7.6,159,12.0,4.77,15,70,3,86,0.67,49,80340
45,15.4,9.7,2.4,Clear,Rough,22.1,9.0,141,10.0,25.07,26,49,7,164,2.81,123,108569
19,16.6,11.1,3.6,Sunny,Rough,23.6,7.3,165,12.5,15.43,17,96,6,106,4.9,118,91570
36,18.6,11.0,3.8,Cloudy,Rough,23.6,8.4,178,14.6,18.39,18,53,0,151,0.38,61,104533
20,13.3,9.4,1.7,Rain,Moderate,23.6,10.2,120,10.7,9.02,3,174,5,39,6.66,49,114717
27,13.5,9.4,2.6,Rain,Moderate,24.3,8.2,130,10.0,2.97,7,123,1,17,1.93,118,101426
16,15.4,10.2,2.4,Sunny,Calm,26.2,7.5,125,12.6,4.61,5,67,2,38,0.12,11,150698
18,12.1,9.4,2.4,Clear,Moderate,23.4,13.0,120,10.0,16.82,17,60,1,106,5.35,107,74703
33,17.1,10.7,3.7,Cloudy,Rough,21.5,8.0,186,13.2,24.09,11,125,7,128,4.67,116,116075
46,12.4,9.8,2.0,Clear,Moderate,24.4,10.6,120,10.0,3.55,25,17,4,41,5.88,88,102717
18,16.8,9.6,1.1,Cloudy,Rough,24.7,9.7,146,10.5,2.9,17,45,1,101,7.18,99,164428
13,17.7,10.4,2.2,Sunny,Rough,28.5,7.0,151,12.6,19.34,16,89,1,101,0.39,19,106813
25,14.6,11.1,2.6,Foggy,Rough,27.1,9.9,164,11.6,23.21,15,8,7,120,6.53,42,87044
41,17.7,10.0,3.3,Cloudy,Moderate,27.9,8.0,165,12.0,28.25,21,148,6,101,2.92,64,162218
50,16.2,9.6,2.9,Sunny,Calm,28.3,7.0,168,10.3,14.76,13,88,0,101,3.7,22,105228
30,17.0,10.8,1.6,Sunny,Calm,29.0,8.0,159,10.0,22.89,21,99,4,130,0.3,72,100519
19,15.3,9.6,1.9,Clear,Moderate,25.1,11.2,126,10.0,23.25,17,24,4,127,5.13,177,72773
50,12.2,9.6,1.9,Sunny,Rough,24.9,11.4,120,10.7,9.83,18,150,5,172,1.73,127,76720
24,19.2,10.7,2.9,Rain,Rough,23.9,11.9,129,11.5,16.23,27,87,0,173,7.79,123,74651
14,15.6,10.3,2.2,Cloudy,Rough,22.6,11.3,159,12.0,25.37,8,131,7,25,0.01,68,122206
17,15.0,10.0,3.4,Cloudy,Rough,21.0,8.0,136,13.3,23.95,23,131,4,177,4.63,166,95541
46,15.9,11.2,3.8,Clear,Rough,26.7,8.3,195,10.8,8.67,22,70,7,35,4.82,33,144608
42,13.7,9.5,2.0,Foggy,Calm,25.4,10.7,121,10.0,14.25,26,43,3,59,2.81,86,77564
5,12.8,9.5,1.8,Rain,Moderate,22.5,10.6,120,10.0,2.95,20,11,6,106,0.85,155,130449
17,17.2,9.3,2.1,Rain,Moderate,27.0,7.5,148,10.0,9.61,10,19,6,75,0.53,5,136404
17,12.7,9.6,1.6,Clear,Rough,21.3,12.9,137,10.0,2.31,0,60,6,148,3.99,7,141963
43,18.0,9.9,1.9,Foggy,Calm,26.0,7.1,155,13.2,6.25,29,136,7,109,0.1,50,111379
12,16.6,9.7,2.3,Foggy,Calm,21.3,7.9,164,15.2,6.38,10,143,7,11,0.09,62,70671
6,16.6,10.6,3.0,Sunny,Calm,23.8,10.6,172,13.5,22.59,22,24,6,126,4.48,157,119298
11,15.7,10.6,4.0,Sunny,Calm,24.6,7.4,166,15.5,29.59,21,94,5,128,0.09,60,104075
13,17.7,10.9,3.5,Cloudy,Rough,25.4,8.0,172,14.9,17.53,29,97,6,147,7.87,151,149272
20,18.1,11.5,2.5,Cloudy,Rough,24.2,7.4,190,14.5,17.37,9,17,7,156,6.54,75,69928
27,13.2,9.6,2.5,Clear,Rough,23.6,9.2,120,10.1,13.27,10,160,1,62,3.77,0,111689
17,16.6,9.9,2.2,Foggy,Calm,29.0,9.7,131,11.2,9.97,23,136,4,91,0.11,165,72683
16,17.5,9.9,1.3,Cloudy,Calm,23.8,7.0,159,11.0,7.24,29,88,2,83,3.19,41,77377
11,12.8,9.6,1.5,Cloudy,Calm,29.0,7.2,120,10.0,8.34,17,129,4,31,5.89,4,72100
19,14.2,9.7,2.6,Clear,Moderate,21.6,11.6,122,10.4,2.72,25,130,4,70,6.9,133,117248
16,14.1,9.0,1.2,Rain,Calm,29.0,7.0,122,10.0,10.58,28,137,2,108,4.08,102,99387
42,19.0,11.4,3.1,Foggy,Calm,22.7,7.0,161,14.6,6.01,29,16,6,171,6.3,142,72081
37,17.7,11.2,1.9,Sunny,Calm,21.8,7.6,156,12.2,20.2,19,77,2,68,0.57,87,152118
37,18.7,10.9,3.5,Rain,Moderate,23.2,7.6,168,11.5,11.46,17,59,0,92,0.51,122,126979
11,16.8,10.5,3.8,Sunny,Rough,24.4,7.0,173,15.6,21.93,1,10,2,86,2.54,162,113788
10,19.5,11.5,2.3,Rain,Rough,27.3,8.6,172,12.0,20.22,15,108,2,24,1.44,128,68325
26,13.7,9.5,3.4,Sunny,Calm,21.3,8.1,163,10.0,20.6,9,52,5,164,1.66,60,76458
5,17.3,10.5,3.9,Clear,Rough,25.5,9.4,170,13.7,28.7,30,125,7,91,1.57,106,116158
25,17.3,10.8,2.6,Clear,Calm,22.4,9.3,165,10.4,7.04,1,101,7,83,2.97,8,69708
5,15.8,10.8,3.4,Sunny,Calm,27.6,7.9,165,14.9,6.87,1,32,0,126,7.81,70,151759
18,16.6,9.2,3.0,Cloudy,Calm,22.4,8.0,157,10.5,29.54,13,118,6,103,4.5,169,93885
20,17.1,9.8,1.6,Cloudy,Rough,27.8,9.7,177,13.4,23.87,16,105,4,24,7.62,168,147180
35,16.6,11.0,3.2,Foggy,Calm,27.6,7.2,170,14.2,1.97,3,134,4,115,5.87,42,119121
41,13.1,11.3,1.8,Clear,Moderate,27.1,9.0,141,11.8,30.63,29,97,4,140,3.05,2,107336
17,18.4,10.4,2.8,Sunny,Rough,22.8,7.2,161,11.5,10.81,24,114,5,166,3.98,147,101038
33,12.7,10.1,2.0,Rain,Moderate,25.4,11.4,130,10.5,28.81,0,132,3,13,6.57,129,147784
44,16.3,11.5,2.5,Clear,Rough,24.4,8.8,188,12.1,8.21,7,57,0,172,1.77,170,69819
10,13.2,9.8,2.1,Cloudy,Rough,21.9,14.1,141,11.9,3.2,25,80,1,138,1.06,144,66719
10,15.5,10.8,3.1,Cloudy,Calm,29.0,7.0,149,12.3,6.35,25,136,1,134,4.64,179,133846
36,15.6,9.6,2.2,Rain,Rough,23.5,10.6,187,10.2,1.63,26,16,7,139,7.21,68,163269
42,12.9,9.7,2.1,Sunny,Rough,21.7,11.3,120,10.0,28.33,24,12,7,23,3.74,177,128889
8,12.6,9.8,2.2,Clear,Moderate,24.2,10.2,120,10.0,30.52,19,170,3,73,0.51,69,115809
13,17.4,10.5,3.1,Clear,Rough,27.0,10.3,174,10.6,25.36,1,24,3,138,5.64,32,81867
38,17.4,10.5,3.5,Cloudy,Rough,25.1,7.4,182,14.3,18.44,9,7,4,56,7.0,146,137580
17,18.1,9.3,2.1,Foggy,Calm,26.1,8.3,120,11.2,6.34,10,38,0,93,4.37,10,161872
38,13.3,10.0,2.0,Rain,Rough,21.2,8.7,145,13.1,5.04,0,58,6,97,7.71,151,141486
19,14.3,9.5,1.6,Rain,Moderate,21.9,9.7,120,10.0,17.26,5,38,5,118,4.3,31,103463
16,15.9,10.0,2.6,Cloudy,Rough,28.0,12.8,158,13.5,13.53,13,25,3,129,6.8,135,154019
22,16.6,10.6,1.8,Cloudy,Calm,22.1,10.1,122,11.0,29.84,24,72,5,54,0.9,167,93755
10,14.4,9.2,2.1,Rain,Moderate,24.9,8.2,170,10.4,23.83,29,47,7,76,7.1,107,88594
48,19.5,10.5,2.8,Rain,Moderate,21.0,11.8,125,13.0,3.09,7,140,5,87,4.95,33,146597
23,15.7,9.9,2.2,Rain,Rough,22.3,7.0,140,10.6,6.94,14,174,2,29,7.72,148,133259
20,15.8,9.1,3.7,Rain,Moderate,22.6,7.0,126,10.0,21.03,4,46,2,118,2.8,173,128044
29,18.4,11.1,3.2,Rain,Rough,24.0,8.4,178,10.0,14.49,26,25,3,79,6.05,96,81926
45,15.7,9.4,1.5,Rain,Moderate,23.7,7.5,120,10.0,6.52,19,136,5,3,0.26,106,108940
19,16.1,9.6,2.3,Clear,Moderate,23.7,8.6,157,10.0,4.58,15,146,4,139,7.12,101,126434
13,14.8,9.3,3.5,Clear,Rough,25.3,8.4,155,10.8,22.74,29,60,7,171,1.09,140,79007
44,13.9,9.8,1.2,Sunny,Moderate,23.4,7.2,120,10.0,26.4,0,143,2,21,4.87,88,146110
16,14.4,9.6,2.1,Cloudy,Rough,23.5,7.3,150,10.8,11.85,30,117,5,32,0.33,30,68414
32,19.5,9.9,3.8,Rain,Moderate,29.0,8.1,181,13.0,6.39,9,117,3,10,7.0,102,151149
41,16.4,10.3,3.4,Sunny,Calm,28.4,7.0,195,14.9,20.64,18,34,1,10,0.62,96,88453
40,16.8,10.2,1.0,Sunny,Calm,27.9,7.0,159,10.9,12.2,16,169,6,105,3.09,63,67873
25,18.3,11.8,2.6,Sunny,Rough,26.7,9.6,176,11.9,5.18,15,76,6,4,1.49,121,77871
19,17.2,10.4,3.2,Cloudy,Calm,26.1,7.7,148,11.8,18.21,25,135,2,56,2.9,179,156706
12,19.5,9.3,1.8,Sunny,Calm,21.0,7.8,161,10.1,17.75,6,141,3,89,3.56,94,68422
7,15.7,9.7,1.6,Sunny,Calm,24.7,9.7,120,11.0,8.01,16,50,7,10,1.55,83,117796
46,12.6,10.0,2.3,Clear,Moderate,21.5,10.0,120,10.0,17.3,15,140,1,76,2.86,27,85827
22,19.5,11.1,3.2,Cloudy,Rough,21.0,7.3,187,14.3,12.05,6,13,3,57,1.32,80,66935
7,13.7,9.3,2.2,Sunny,Moderate,23.8,10.3,120,10.3,6.39,11,42,1,171,5.75,109,163492
16,19.5,10.7,3.2,Cloudy,Calm,27.4,7.1,172,12.0,6.85,1,59,7,86,6.99,81,94092
42,15.0,9.3,2.0,Sunny,Moderate,23.1,12.7,130,10.0,16.84,7,98,1,127,6.23,29,65844
33,12.9,9.3,1.8,Clear,Moderate,23.5,13.0,123,10.0,21.97,17,172,4,95,3.09,115,71036
43,14.0,9.9,3.7,Rain,Rough,23.3,8.2,169,12.8,27.3,6,40,5,109,6.77,35,150030
24,17.1,10.1,3.1,Cloudy,Calm,23.2,7.0,145,10.0,12.06,19,145,6,102,3.62,126,122436
13,18.8,11.4,2.7,Clear,Rough,26.9,7.8,185,13.4,15.28,1,169,3,49,3.79,91,80566
12,19.5,9.3,2.5,Sunny,Rough,21.3,12.4,151,13.1,8.94,20,96,3,147,7.05,110,100653
3,12.9,9.4,2.4,Cloudy,Calm,25.2,8.0,142,10.0,27.64,26,68,5,41,0.42,29,131617
16,12.5,9.1,2.5,Sunny,Calm,22.7,8.4,120,10.7,8.68,13,99,5,170,6.25,35,163986
25,17.0,10.6,4.0,Clear,Rough,23.4,7.7,158,11.3,10.47,5,120,0,86,3.94,150,112697
16,12.3,10.6,2.2,Foggy,Calm,25.8,8.1,163,13.3,12.27,2,159,4,49,5.34,99,159963
19,15.2,9.8,3.7,Clear,Calm,29.0,7.1,163,11.6,3.59,2,0,0,114,1.39,85,87739
31,15.9,10.1,2.8,Sunny,Calm,28.3,7.0,159,10.8,17.03,3,98,5,42,7.5,149,104559
40,17.3,10.9,2.1,Sunny,Calm,25.1,7.0,155,14.5,6.09,12,176,6,66,3.17,54,133879
17,18.2,11.1,3.8,Clear,Rough,26.9,7.0,166,14.6,17.7,11,116,4,146,7.4,162,152317
15,19.5,11.0,3.4,Sunny,Rough,26.1,8.5,165,14.4,15.0,20,120,6,89,3.41,131,111910
